Job Title,Company Name,Salary,Location,Job Description,Skills,job_link
Lead Cloud Engineer,Cytel,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Depending upon the projects need, you may lead junior developers in the team and overse...","Computer science, Automation, devops, Debugging, Cloud, clinical development, Infrastructure, Deployment",https://www.naukri.com/job-listings-lead-cloud-engineer-cytel-statistical-software-services-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-260424501258
Financial Analyst - II,Rackspace Technology,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",PERSON SPECIFICATION: . Bachelors in Business Administration / Finance / Economics . Ma...,"Procurement, Sales, Networking, Analytical, Finance, Manager Technology, Financial Analyst, commercial finance",https://www.naukri.com/job-listings-financial-analyst-ii-rackspace-technology-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-2-years-260424500520
Customer Service Representative,TELUS International,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Works with customers to identify service-related needs and offers the most appropr...,"BPO, Customer Service Representative, Agile, Infrastructure, Customer service, Customer experience, ARM, Gaming",https://www.naukri.com/job-listings-customer-service-representative-telus-international-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-260424500492
Senior Financial Analyst,Rackspace Technology,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Analyze revenue streams, identify trends, and provide insightful financial analysis t...","Financial statements, Data analysis, Financial analysis, Analytical, Billing, Revenue recognition, Manager Technology, Forecasting",https://www.naukri.com/job-listings-senior-financial-analyst-rackspace-technology-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-7-years-250424500916
Cloud Engineer II (AWS+Devops),Rackspace Technology,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",". Proficient skills in at least one of the following languages: Python, Linux, Shell sc...","GIT, Linux, Networking, Configuration management, PAAS, Shell scripting, Windows, Troubleshooting",https://www.naukri.com/job-listings-cloud-engineer-ii-aws-devops-rackspace-technology-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-9-years-250424500915
Senior / Lead QE Engineer,Ness,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Experience in Test automation for .Net, C# application using selenium, ADO integrat...","Automation, Project management, Performance testing, Agile, Regression testing, Selenium, Visual Studio, Test cases",https://www.naukri.com/job-listings-senior-lead-qe-engineer-ness-digital-engineering-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-10-years-240424501133
Cloud Practice Engineer - II,Rackspace Technology,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Implements organizations cloud strategy from a technical perspective, including desig...","Engineer II, Civil, Architecture, Cloud, IT infrastructure, Manager Technology, Management, rackspace",https://www.naukri.com/job-listings-cloud-practice-engineer-ii-rackspace-technology-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-10-years-240424501016
Senior / Lead QE Engineer,Ness,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Primary Skills -  C#/.Net & Visual Studio/Selenium          Secondary Skills -  ...,"Automation, Project management, Performance testing, Agile, Regression testing, Selenium, Visual Studio, Test cases",https://www.naukri.com/job-listings-senior-lead-qe-engineer-ness-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-10-years-240424500328
Site Engineer - Civil / Mechanical / Electricals,RSM Astute Consulting,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",. Should have worked on Industrial projects,"Mechanical, Inspection, Industrial projects, Electricals, Industrial, Site engineering, Site, Project",https://www.naukri.com/job-listings-site-engineer-civil-mechanical-electricals-rsm-astute-consulting-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-220424500866
OT Technician,Fortis,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Preparing the operating room for surgical procedures by ensuring that all necessary equ...,"health care services, equipment, orthopedics, ortho, nursing, medicine, patient care, general medicine",https://www.naukri.com/job-listings-ot-technician-fortis-healthcare-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-190424500828
NMP SRE Engineer,Nokia,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Typically requires 5-8 years extensive relevant experience and / or a graduate / postgr...,"Performance tuning, Automation, Networking, VPN, Consulting, Javascript, Firmware, SCM",https://www.naukri.com/job-listings-nmp-sre-engineer-nokia-solutions-and-networks-india-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-190424500435
Packet Core Design and Integration Engineer,Nokia,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",SD Representation in customer / project interface and acts like a Single Point of Conta...,"Telecom, VMware, Network design, VAS, Customer service, Network planning, Troubleshooting, Technical support",https://www.naukri.com/job-listings-packet-core-design-and-integration-engineer-nokia-solutions-and-networks-india-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-190424500434
FM Specialist Core,Nokia,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Family Description    Customer Services (CS) covers customer service in different ar...,"Redhat, Service level, Managed services, Performance management, Customer service, Troubleshooting, Resource management, Technical support",https://www.naukri.com/job-listings-fm-specialist-core-nokia-solutions-and-networks-india-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-10-years-190424500433
Patient Journey Partner - Oncology,Roche Diagnostics,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",From a experience standpoint having more than 8 yearsexperience with 4+ years in Patien...,"Medical affairs, Networking, Process orientation, Alliance management, Relationship building, Patient care, Oncology, Healthcare",https://www.naukri.com/job-listings-patient-journey-partner-oncology-roche-diagnostics-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-6-years-190424500387
Manufacturing Quality Assurance Professional,Hitachi Energy,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","The ideal candidate must enjoy working in a dynamic, fast-paced business environmentHe ...","CTQ, SAP, ISO, Quality Assurance Professional, Manufacturing process, External audit, Packaging, PFMEA",https://www.naukri.com/job-listings-manufacturing-quality-assurance-professional-hitachi-energy-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-190424500101
"Site Reliability, Staff",Synopsys,Not disclosed,"Noida, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","Able to schedule, prioritize, accomplish activities and communicate actions . With all ...","Unix, jQuery, LDAP, MySQL, PHP, HTML, Perl, Apache",https://www.naukri.com/job-listings-site-reliability-staff-synopsys-india-private-limited-noida-mumbai-new-delhi-hyderabad-pune-bengaluru-8-to-10-years-220424500955
"Sales Operations, Staff",Synopsys,Not disclosed,"Noida, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",. Salesforce CRM knowledge required . Churnzero a plus . .,"Analytical skills, Data analysis, Excel, Sales operations, data governance, Data quality, data integrity, Salesforce CRM",https://www.naukri.com/job-listings-sales-operations-staff-synopsys-india-private-limited-noida-mumbai-new-delhi-hyderabad-pune-bengaluru-2-to-6-years-220424500954
Associate Consultant- BTP Developer (UI5/Fiori/Nodejs)-PE Hub,SAP,Not disclosed,"Mumbai, Pune, Bengaluru",What you'll doWork with customers & help them in their journey of BTP adoption.Run empo...,"Nodejs, front end, identity management, java, web services, saml, cloud foundry, business operations",https://www.naukri.com/job-listings-associate-consultant-btp-developer-ui5-fiori-nodejs-pe-hub-sap-labs-india-pvt-ltd-mumbai-pune-bengaluru-9-to-14-years-240424912529
Immediate Joiners - PL/SQL Leads - Pune,Maintec Technologies,Not disclosed,"Hyderabad, Pune, Mumbai (All Areas)","Requirements: Ability to work with virtual and in-person teams, and work under pressure...","PLSQL, SQL Development, SQL Scripting, Development, Scripting, SQL",https://www.naukri.com/job-listings-immediate-joiners-pl-sql-leads-pune-maintec-technologies-hyderabad-pune-mumbai-all-areas-7-to-12-years-240424009638
Data Engineer,Collabera Digital,8.5-10 Lacs PA,"Pune, Bengaluru, Mumbai (All Areas)",Skills;Python SQL ETL AWS Glue Snowflake,"aws glue, python, Data engineer, Snowflake, sql, Glue, Data, AWS",https://www.naukri.com/job-listings-data-engineer-collabera-technologies-pune-bengaluru-mumbai-all-areas-3-to-5-years-230424008589
Career Development Officer,Social Hr,1-6 Lacs PA,"Pune, Bengaluru, Mumbai (All Areas)",Hands-on experience with CRM software is a plus,"Sales, Student Counseling, Admission Counselling, Admission Counsellor, Academic counsellor, Edtech sales, Business Development, Education Counseling",https://www.naukri.com/job-listings-career-development-officer-social-hr-pune-bengaluru-mumbai-all-areas-1-to-4-years-230424006961
Urgent Opening For Field Sales Executive,Orra Fine Jewellery,2-4 Lacs PA,"Pune, Bangalore Rural, Mumbai (All Areas)",Job descriptionMake sure every customer is a part of the Schemes the company is offerin...,"B2C Marketing, Field Marketing, Field Sales Management, Direct Marketing, Field Sales, Direct Sales, Direct Selling, Field Work",https://www.naukri.com/job-listings-urgent-opening-for-field-sales-executive-orra-fine-jewellery-pune-bangalore-rural-mumbai-all-areas-1-to-6-years-210324006970
Windchill Build/Infra Manager,Birlasoft,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","Should have Good Communication skill, agility to work with Cross Functional team across...","cluster, windchill components, windchill advanced deployments, Windchill, Infrastructure management, Components, Management, Clustering",https://www.naukri.com/job-listings-windchill-build-infra-manager-birlasoft-pune-bengaluru-mumbai-all-areas-12-to-18-years-200324009655
Product Trainer,Ion Exchange,7-9 Lacs PA,"Kolkata, Pune, Mumbai (All Areas)",A bachelors degree in a relevant fieldExperience of Minimum 3 years in Sales and Servic...,"Service Training, Consumer Durables, Sales Training, Product Training, Process Training, Training And Development, Sales, Development",https://www.naukri.com/job-listings-product-trainer-ion-exchange-kolkata-pune-mumbai-all-areas-4-to-7-years-200424004815
Hexaware_ Looking Immediate joiners -Data Scientist NLP/GenAI_PanIndia,Hexaware Technologies,Not disclosed,"Hybrid - Navi Mumbai, Maharashtra, Pune, Maharashtra, Chennai, Tamil Nadu","Experience in version controlling like Github, Bit Bucket, GitLab and must have worked ...","GenAI, LLM, NLP, Bert, Azure, Lstm, Neural Networks, GPT",https://www.naukri.com/job-listings-hexaware-looking-immediate-joiners-data-scientist-nlp-genai-panindia-hexaware-technologies-navi-mumbai-maharashtra-pune-maharashtra-chennai-tamil-nadu-4-to-9-years-111223003220
BA/PM- Transformations,Capco,Not disclosed,"Hyderabad, Pune, Gurugram, Bengaluru",Looking for a M3 / M4 resource having Transformation PM experience together with BA ski...,"IT services, Delivery excellence, Architecture, Project management, project governance, Management consulting, UAT, Gap analysis",https://www.naukri.com/job-listings-ba-pm-transformations-capco-technologies-pvt-ltd-hyderabad-pune-gurugram-bengaluru-5-to-10-years-270424500940
Project Manager,Capco,Not disclosed,"Hyderabad, Pune, Gurugram, Bengaluru",. Senior PM with strong project management/ implementation management experience -with ...,"PMP, Wealth management, Project management, Management consulting, Agile, Commercial banking, Scrum, JIRA",https://www.naukri.com/job-listings-project-manager-capco-technologies-pvt-ltd-hyderabad-pune-gurugram-bengaluru-10-to-13-years-270424500879
App Runtime Specialist,IBM,Not disclosed,"Hyderabad, Pune, Bengaluru",Required Technical and Professional Expertise  . Must have minimum 2 - 5 years experien...,"presentation skills, gcp, cloud infrastructure, troubleshooting, ocp, kubernetes, python, software development",https://www.naukri.com/job-listings-app-runtime-specialist-ibm-india-pvt-limited-hyderabad-pune-bengaluru-2-to-6-years-290424903200
APM Specialist,IBM,Not disclosed,"Hyderabad, Pune, Bengaluru","Software Developers at IBM are the backbone of our strategic initiatives to design, cod...","redhat linux, elastic search, gcp, akamai, troubleshooting, kubernetes, continuous integration, c++",https://www.naukri.com/job-listings-apm-specialist-ibm-india-pvt-limited-hyderabad-pune-bengaluru-1-to-5-years-290424902778
APM Specialist,IBM,Not disclosed,"Hyderabad, Pune, Bengaluru","Software Developers at IBM are the backbone of our strategic initiatives to design, cod...","redhat linux, docker, gcp, kafka, troubleshooting, kubernetes, c++, openshift",https://www.naukri.com/job-listings-apm-specialist-ibm-india-pvt-limited-hyderabad-pune-bengaluru-1-to-5-years-290424902774
Supply Chain - Ivalua - Consultant,PwC Service Delivery Center,Not disclosed,"Pune, Bangalore Rural, Delhi / NCR",Skills/Experience Requirements:Must Have:6+ yrs. of experience in implementation of Sou...,"S2P, Supply Chain Consulting, Supply Chain Management, Planning, Consulting, Management, Supply chain, Supply",https://www.naukri.com/job-listings-supply-chain-ivalua-consultant-pwc-service-delivery-center-pune-bangalore-rural-delhi-ncr-4-to-9-years-290424002604
Bigdata Developer,Infosys,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru",Preferred candidate profile . .,"Hadoop, Spark, Hdfs, Development, Big Data",https://www.naukri.com/job-listings-bigdata-developer-infosys-hyderabad-pune-bengaluru-2-to-5-years-290424002211
Data Scientist,Infosys,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru",Masters or higher degree in STEM subjectExperience 4 years and above . Industry knowled...,"OOPS, Machine Learning, Python, Data, Machine",https://www.naukri.com/job-listings-data-scientist-infosys-hyderabad-pune-bengaluru-4-to-8-years-290424001542
Opening For Mainframe Support For anywhere in India,Tech Mahindra,Not disclosed,"Hybrid - Pune, Bengaluru, Delhi / NCR","Title-Mainframe Support . Work location-Anywhere in India-Delhi NCR, Pune, Bangalore, C...","JCL, Cobol, DB 2, Mainframes, DBMS, Mainframe Support, Db",https://www.naukri.com/job-listings-opening-for-mainframe-support-for-anywhere-in-india-tech-mahindra-pune-bengaluru-delhi-ncr-4-to-7-years-290424001002
